Name,Park,Location,Opening Date,Length,Height,Drop,Speed,Inversions,Vertical Angle,Duration,RCDB Link
"Sky Rider","Skyline Park","Bad Wörishofen, Bavaria, Germany",2001,1148.3,65.6,,31.1,0,,,https://rcdb.com/1454.htm
"Achterbahn","Bayern Park","Reisbach, Bavaria, Germany",2001,,,,,0,,,https://rcdb.com/1487.htm
"Family Flyer","Playland Park","Rye, New York, USA",2001,262.5,13,,,0,,,https://rcdb.com/1491.htm
"Twistrix","Drievliet Family Park","The Hague, Zuid-Holland, Netherlands",2001,,,,,0,,1:15,https://rcdb.com/1493.htm
"Screaming Condor","Leofoo Village Theme Park","Guanxi, Hsinchu, Taiwan",2001,630,185,,65,0,90,,https://rcdb.com/1494.htm
"Insane Speed","Janfusun Fancyworld","Koo-Kung Hsiang, Yunelin, Taiwan",2001,2677.2,,131.3,53.4,4,,,https://rcdb.com/1500.htm
"Mini Costor","Fantazy Land","Alexandria, Egypt",2001,,,,,0,,,https://rcdb.com/1679.htm
"Catarina","Selva Mágica","Guadalajara, Jalisco, Mexico",2001,1181.1,26.3,,22.4,0,,,https://rcdb.com/1874.htm
"Dragon","Blackbeard's Cave","Bayville, New Jersey, USA",2001,,,,,0,,,https://rcdb.com/1878.htm
"Jungle Storm","Chakazoolu Indoor Theme Park","Sanabis, Bahrain",2001,623.3,39.3,45.9,,0,,,https://rcdb.com/1929.htm
"Butterfly","Wild & Freizeitpark Ferleiten","Ferleiten, Salzburg, Austria",2001,,20,,,0,,,https://rcdb.com/2027.htm
"Grand Huit","La Récré des 3 Curés","Milizac, Brittany, France",2001,,32.8,,,0,,,https://rcdb.com/2269.htm
"Snoopy's Great Race","Universal Studios Japan","Konohana, Osaka, Osaka, Japan",2001,,,,,0,,0:50,https://rcdb.com/2519.htm
"Montagna","Magic Park","Thessaloniki, Central Macedonia, Greece",2001,,,,,0,,,https://rcdb.com/3889.htm
"Jungle Mouse","Laodong Park","Dalian, Liaoning, China",2001 - 2003,,,,,0,,,https://rcdb.com/4262.htm
"Space Car","People's Park","Qingyang, Chengdu, Sichuan, China",2001 - 2005,,,,,0,,,https://rcdb.com/8631.htm
"Roller Coaster","Dreamland Amusement & Water Park","Sylhet, Bangladesh",2001,350,15,,,0,,,https://rcdb.com/10621.htm
"Log Flume","Accoland","Guwahati, Assam, India",2001 - 2007,,,,,0,,,https://rcdb.com/11166.htm
"Roller Coaster","River City Park","Isfahan, Isfahan, Iran",2001 - 2002,,,,,0,,,https://rcdb.com/11821.htm
"Actpo Kometa","Maviland","Samara, Samara, Russia",2001 - 2002,,,,,1,,,https://rcdb.com/12040.htm
"Roler Coaster","Dream Land","Chittagong, Bangladesh",2001 - 2004,,,,,0,,,https://rcdb.com/13754.htm
"Incredicoaster","Disney California Adventure Park","Anaheim, California, USA",2/8/2001,6072,,108,55,1,,2:36,https://rcdb.com/731.htm
"Goofy's Sky School","Disney California Adventure Park","Anaheim, California, USA",2/8/2001,,,,27,0,,,https://rcdb.com/732.htm
"Wile E. Coyote's Grand Canyon Blaster","Six Flags Over Texas","Arlington, Texas, USA",3/10/2001,,16.1,,,0,,,https://rcdb.com/1117.htm
"Psycho Mouse","California's Great America","Santa Clara, California, USA",3/24/2001,1257,,,,0,,,https://rcdb.com/1036.htm
"Trace Du Hourra","Parc Astérix","Plailly, Picardie, France",3/31/2001,2952.8,,,37.3,0,,,https://rcdb.com/1038.htm
"Mine Train","Attractiepark Slagharen","Slagharen, Overijssel, Netherlands",4/2001,1099.1,42.7,,28.5,0,,1:02,https://rcdb.com/1031.htm
"Wildfire","Silver Dollar City","Branson, Missouri, USA",4/4/2001,3073,120,155,66,5,,2:16,https://rcdb.com/720.htm
"MP-Xpress","Movie Park Germany","Bottrop, North Rhine-Westphalia, Germany",4/6/2001,2260.5,109.3,,49.7,5,,1:36,https://rcdb.com/969.htm
"Tornado","Bosque Mágico","Guadalupe, Nuevo León, Mexico",4/7/2001,1148.3,64,,37.3,2,,,https://rcdb.com/727.htm
"Nitro","Six Flags Great Adventure","Jackson, New Jersey, USA",4/7/2001,5394,230,215,80,0,,2:20,https://rcdb.com/1106.htm
"Technic Coaster","Legoland California","Carlsbad, California, USA",4/7/2001,1312.3,51.8,49.8,35,0,,,https://rcdb.com/1144.htm
"Kombo","Indianapolis Zoo","Indianapolis, Indiana, USA",4/19/2001,652.9,19.7,,19.9,0,,,https://rcdb.com/739.htm
"Titan","Six Flags Over Texas","Arlington, Texas, USA",4/27/2001,5312,245,255,85,0,,3:30,https://rcdb.com/742.htm
"Cobra","Walibi Belgium","Wavre, Walloon Brabant, Belgium",4/28/2001,935,116.5,,47,3,,1:48,https://rcdb.com/1028.htm
"Tornado","Särkänniemi Amusement Park","Tampere, Pirkanmaa, Finland",4/30/2001,2296.6,82,,46.6,5,,1:34,https://rcdb.com/1076.htm
"Talon","Dorney Park & Wildwater Kingdom","Allentown, Pennsylvania, USA",5/5/2001,3110,135,120,58,4,50,,https://rcdb.com/735.htm
"Silver Streak","Canada's Wonderland","Vaughan, Ontario, Canada",5/6/2001,1122.1,48.6,,26,0,,1:16,https://rcdb.com/734.htm
"Flagermusen","Fårup Sommerland","Blokhus, Nordjylland, Denmark",5/11/2001,1377.9,42.7,,29.1,0,,1:30,https://rcdb.com/1164.htm
"Vertical Velocity","Six Flags Great America","Gurnee, Illinois, USA",5/18/2001,630,185,,70,0,,,https://rcdb.com/747.htm
"Toos-Express","Toverland","Sevenum, Limburg, Netherlands",5/19/2001,1049.8,39.3,,37.3,0,,0:52,https://rcdb.com/1041.htm
"Vertical Velocity","Six Flags Discovery Kingdom","Vallejo, California, USA",6/8/2001,630,150,,65,0,90,,https://rcdb.com/1143.htm
"Quicksilver Express","Gilroy Gardens Family Theme Park","Gilroy, California, USA",6/15/2001,2139,38,,32,0,,,https://rcdb.com/737.htm
"Timber Twister","Gilroy Gardens Family Theme Park","Gilroy, California, USA",6/15/2001,,,,,0,,,https://rcdb.com/1045.htm
"Batwing","Six Flags America","Upper Marlboro, Maryland, USA",6/16/2001,3340,115,,50,5,,2:02,https://rcdb.com/1089.htm
"Kumba","Superland","Rishon LeZion, Tel Aviv, Israel",6/16/2001,2260.5,109.3,,49.7,5,,1:36,https://rcdb.com/1559.htm
"Expedition GeForce","Holiday Park","Hassloch, Rhineland-Palatinate, Germany",6/18/2001,4002.6,173.9,,74.6,0,82,1:15,https://rcdb.com/977.htm
"Ragin' Cajun","Blue Bayou Dixie Landin'","Baton Rouge, Louisiana, USA",7/11/2001,935,85,,47,3,,1:48,https://rcdb.com/569.htm
"Gilbeau's Galaxi","Blue Bayou Dixie Landin'","Baton Rouge, Louisiana, USA",7/11/2001,,,,,0,,,https://rcdb.com/670.htm
"Merlin's Revenge","Castle Amusement Park","Riverside, California, USA",7/13/2001,679.2,27.9,,21.7,0,,0:44,https://rcdb.com/1032.htm
"Roller Coaster","Sun Park","Chaoyang, Beijing, China",9/2001,1633.8,78.8,,,3,,,https://rcdb.com/1906.htm
"Flounder's Flying Fish Coaster","Tokyo DisneySea","Urayasu, Chiba, Japan",9/4/2001,787,,,20,0,,1:06,https://rcdb.com/1501.htm
"Tower of Terror","Gold Reef City","Johannesburg, Gauteng, South Africa",12/2001,,111.6,164.1,59,0,90,,https://rcdb.com/1481.htm
"Do-Dodonpa","Fuji-Q Highland","Fujiyoshida, Yamanashi, Japan",12/21/2001,4081.3,160.8,,111.8,1,,,https://rcdb.com/1423.htm
"Hot Wheels SideWinder","Dreamworld","Coomera, Queensland, Australia",12/26/2001,2952.8,131.3,,52.8,2,,,https://rcdb.com/1415.htm
"Wally Whales Deep Dive Adventure","Farglory Ocean Park","Hualien, Hualien, Taiwan",2002,679.2,27.9,,21.7,0,,0:44,https://rcdb.com/373.htm
"Roller Coaster","Rotary Storyland and Playland","Fresno, California, USA",2002,,,,,0,,,https://rcdb.com/625.htm
"Gravity Max","Lihpao Land","Houli Hsiang, Taichung, Taiwan",2002,1863.5,114,,56,1,90,2:26,https://rcdb.com/1357.htm
"Looping Star","Codona's Amusement Park","Aberdeen, Grampian, Scotland, United Kingdom",2002 - 2003,1197.5,36.1,,,1,,1:17,https://rcdb.com/1373.htm
"Big Bad John","Magic Springs & Crystal Falls","Hot Springs, Arkansas, USA",2002,2349,32,41,37,0,,3:00,https://rcdb.com/1452.htm
"Das Große LEGO Rennen","Legoland Deutschland","Günzburg, Bavaria, Germany",2002,1312.3,51.8,49.8,35,0,,1:30,https://rcdb.com/1462.htm
"Feuerdrache","Legoland Deutschland","Günzburg, Bavaria, Germany",2002,1476.4,52.5,,35.1,0,,,https://rcdb.com/1476.htm
"Ricochet","Carowinds","Charlotte, North Carolina, USA",2002,1213.9,45.9,,28,0,,1:50,https://rcdb.com/1478.htm
"Sahara Twist","Leofoo Village Theme Park","Guanxi, Hsinchu, Taiwan",2002,1246.8,,26.3,24.9,0,,1:00,https://rcdb.com/1495.htm
"Spur & The Big Apple","Attractiepark Duinen Zathe","Appelscha, Friesland, Netherlands",2002 - 2005,,,,,0,,,https://rcdb.com/1601.htm
"Klondike Gold Rusher","Wild Waves Theme & Water Park","Federal Way, Washington, USA",2002,,40,,,0,,,https://rcdb.com/1658.htm
"Scratch","Walibi Sud-Ouest","Roquefort, Aquitaine, France",2002,,,,,0,,,https://rcdb.com/1712.htm
"Woodstock Express","Walibi Rhône-Alpes","Les Avenières, Auvergne-Rhône-Alpes, France",2002,,,,,0,,,https://rcdb.com/1713.htm
"Roller Coaster","Fantasy Kingdom","Jamgora, Bangladesh",2002,1502.6,57.4,,35.4,0,,,https://rcdb.com/1729.htm
"Grand Canyon","Fraispertuis City","Jeanménil, Lorraine, France",2002,,,,,0,,,https://rcdb.com/1805.htm
"Tornado","Selva Mágica","Guadalajara, Jalisco, Mexico",2002,,,,,0,,,https://rcdb.com/1867.htm
"Queen Bee","Botton's Pleasure Beach","Skegness, Lincolnshire, England, United Kingdom",2002,410.1,22.7,,13.4,0,,,https://rcdb.com/1871.htm
"Train de la Mine","Cigoland","Kintzheim, Alsace, France",2002,,,,,0,,,https://rcdb.com/1918.htm
"Spinning Coaster","Sun Park","Chaoyang, Beijing, China",2002,,,,,0,,,https://rcdb.com/1923.htm
"Thunder Mountain","Antic's Land","Sharjah, Sharjah, United Arab Emirates",2002,,,,,0,,,https://rcdb.com/2178.htm
"Montaña Rusa","Todo en Uno","Varadero, Matanzas, Cuba",2002,,,,,0,,,https://rcdb.com/2246.htm
"Big Apple","Allou Fun Park","Athens, Attica, Greece",2002 - 2008,1181.1,26.3,,22.4,0,,,https://rcdb.com/2256.htm
"Apple Coaster","Codona's Amusement Park","Aberdeen, Grampian, Scotland, United Kingdom",2002 - 2003,,,,,0,,2:50,https://rcdb.com/2505.htm
"Abandon Mine","Uncle Bernie's Theme Park","Fort Lauderdale, Florida, USA",2002,,,,,0,,,https://rcdb.com/2542.htm
"Runaway Train","Gulliver's Milton Keynes","Milton Keynes, Buckinghamshire, England, United Kingdom",2002 - 2003,262.5,13,,,0,,,https://rcdb.com/3665.htm
"Butterfly","Mega Speelstad","Wechelderzande, Antwerp, Belgium",2002,,20,,,0,,,https://rcdb.com/3743.htm
"Butterfly","Der Wilde Berg Mautern","Mautern in Steiermark, Styria, Austria",2002,,20,,,0,,,https://rcdb.com/3752.htm
"Montaña Ratón","Granja Villa","Lima, Lima, Peru",2002,196.8,11.8,,14.1,0,,,https://rcdb.com/3786.htm
"Spinning Coaster","Aquatic Paradise","Tianshan, Ürümqi, Xinjiang Uygur, China",2002 - 2005,,,,,0,,,https://rcdb.com/4165.htm
"Outer Space Flying Car","Cujin Park","Wuhou, Chengdu, Sichuan, China",2002 - 2006,,,,,0,,,https://rcdb.com/6524.htm
"Spinning Coaster","People's Park","Xingning, Nanning, Guangxi, China",2002 - 2009,,,,,0,,,https://rcdb.com/9133.htm
"Tornado","Gorky Park","Rostov-on-Don, Rostov, Russia",2002 - 2004,,,,,0,,,https://rcdb.com/9712.htm
"Escape From Amazon","Dream Land","Shuangliu, Chengdu, Sichuan, China",2002 - 2009,1181.1,55.8,,37.3,0,,6:30,https://rcdb.com/10263.htm
"Twister Coaster","Basrah Land","Basra, Basra, Iraq",2002 - 2010,,,,,0,,,https://rcdb.com/10531.htm
"Bruco","Feshane Dünyasi Çocuk Eğlence Parkı","Istanbul, Istanbul, Turkey",2002 - 2005,,,,,0,,,https://rcdb.com/10657.htm
"Crazy Mouse","Nanning Shimen Forest Park","Qingxiu, Nanning, Guangxi, China",2002 - 2012,,,,,0,,,https://rcdb.com/11158.htm
"Shuttle","Fengling Children's Park","Qingxiu, Nanning, Guangxi, China",2002 - 2013,,,,,0,,,https://rcdb.com/11756.htm
"Spinning Coaster","Fengling Children's Park","Qingxiu, Nanning, Guangxi, China",2002 - 2013,,,,,0,,,https://rcdb.com/11757.htm
"Brucomela","Kitakas Diversões","Caldas Novas, Goiás, Brazil",2002 - 2009,,,,,0,,,https://rcdb.com/12086.htm
"Feliz Dragon","Bosque de Aragón","Mexico City, Mexico",2002 - 2003,,,,,0,,,https://rcdb.com/12931.htm
"Squal8","Eden Park","Naples, Campania, Italy",2002 - 2004,,,,,0,,,https://rcdb.com/14165.htm
"X2","Six Flags Magic Mountain","Valencia, California, USA",1/12/2002,3610,175,215,76,2,88.5,,https://rcdb.com/750.htm
"Souris Mécaniques","Jardin d'Acclimatation","Paris, Île-de-France, France",2/2002,,,,,0,,1:00,https://rcdb.com/1576.htm
"Rock 'n' Roller Coaster","Disneyland Paris - Walt Disney Studios Park","Marne la Vallée, Île-de-France, France",3/16/2002,3403,80,,57,3,,1:10,https://rcdb.com/1444.htm
"Galactica","Alton Towers","Alton, Staffordshire, England, United Kingdom",3/16/2002,2755.9,65.6,,46.6,2,,1:40,https://rcdb.com/1458.htm
"Colossus","Thorpe Park","Chertsey, Surrey, England, United Kingdom",3/22/2002,2788.8,98.4,,45,10,,1:32,https://rcdb.com/1412.htm
"Apple Zapple","Kings Dominion","Doswell, Virginia, USA",3/23/2002,1312.3,51.8,49.8,35,0,,,https://rcdb.com/930.htm
"Silver Star","Europa Park","Rust, Baden Wuerttemberg, Germany",3/23/2002,5315,239.5,219.8,78.9,0,68.5,4:00,https://rcdb.com/1414.htm
"X-treme Racers","Legoland Billund","Billund, Syddanmark, Denmark",3/23/2002,1312.3,51.8,49.8,35,0,,,https://rcdb.com/1634.htm
"Goliath","Walibi Holland","Biddinghuizen, Flevoland, Netherlands",3/29/2002,3982.9,153.7,150.9,65.9,0,70,1:32,https://rcdb.com/1565.htm
"Rattle Snake","Knowsley Safari Park","Prescot, Merseyside, England, United Kingdom",3/29/2002,,,,,0,,,https://rcdb.com/1777.htm
"Winjas","Phantasialand","Brühl, North Rhine-Westphalia, Germany",3/30/2002,1345.2,57.1,52.5,37.3,00,45,,https://rcdb.com/1235.htm
"Primeval Whirl","Walt Disney World - Disney's Animal Kingdom","Lake Buena Vista, Florida, USA",3/31/2002,1377.9,42.7,,29.1,0,,1:30,https://rcdb.com/1566.htm
"Primeval Whirl","Walt Disney World - Disney's Animal Kingdom","Lake Buena Vista, Florida, USA",3/31/2002,1377.9,42.7,,29.1,0,,1:30,https://rcdb.com/1868.htm
"Batman: Arkham Asylum","Parque Warner Madrid","San Martín de la Vega, Madrid, Spain",4/6/2002,2700.2,105,,49.7,5,,1:15,https://rcdb.com/1365.htm
"Superman / la Atracción de Acero","Parque Warner Madrid","San Martín de la Vega, Madrid, Spain",4/6/2002,3608.9,164.1,,62.1,7,,2:26,https://rcdb.com/1366.htm
"Tom y Jerry","Parque Warner Madrid","San Martín de la Vega, Madrid, Spain",4/6/2002,1181.1,26.3,,22.4,0,,1:05,https://rcdb.com/1367.htm
"Superman - Ultimate Flight","Six Flags Over Georgia","Austell, Georgia, USA",4/6/2002,2759,106,100,51,2,,2:00,https://rcdb.com/1568.htm
"Batman - The Dark Knight","Six Flags New England","Agawam, Massachusetts, USA",4/20/2002,2600,117.8,,55,5,,2:20,https://rcdb.com/1549.htm
"Stellar Coaster","Lagunasia","Gamagori, Aichi, Japan",4/25/2002,,,,,0,,,https://rcdb.com/1825.htm
"Snow Mountain Flying Dragon","Happy Valley","Nanshan, Shenzhen, Guangdong, China",5/1/2002,2202.8,117.8,111.8,54.9,4,,1:32,https://rcdb.com/1681.htm
"Mine Coaster","Happy Valley","Nanshan, Shenzhen, Guangdong, China",5/1/2002,2575.5,45.9,,30.1,0,,2:20,https://rcdb.com/1682.htm
"Wild Train","Gagarin Park","Chelyabinsk, Chelyabinsk, Russia",5/2002,524.9,26.3,,,0,,,https://rcdb.com/4455.htm
"Wicked Twister","Cedar Point","Sandusky, Ohio, USA",5/5/2002,,215,206,72,0,90,,https://rcdb.com/1571.htm
"Thor's Hammer","Djurs Sommerland","Århus, Midtjylland, Denmark",5/9/2002,1574.8,52.5,,,0,65,,https://rcdb.com/1463.htm
"Kids Coaster","Izu Granpal Park","Ito, Shizuoka, Japan",5/10/2002,,,,,0,,,https://rcdb.com/3026.htm
"Vampire","La Ronde","Montréal, Québec, Canada",5/18/2002,2700.2,105,,50,5,,,https://rcdb.com/1567.htm
"Odyssey","Fantasy Island","Ingoldmells, Lincolnshire, England, United Kingdom",5/25/2002,2924,167,141,63,5,60,2:52,https://rcdb.com/1413.htm
"Avalancha","Xetulul","Retalhuleu, Retalhuleu, Guatemala",6/2002,,,,54.7,8,,,https://rcdb.com/1635.htm
"Choconoy","Xetulul","Retalhuleu, Retalhuleu, Guatemala",6/2002,1181.1,26.3,,22.4,0,,,https://rcdb.com/1636.htm
"Scooby-Doo Spooky Coaster","Warner Bros. Movie World","Gold Coast, Queensland, Australia",6/17/2002,1738.8,55.8,23,27.7,0,,4:13,https://rcdb.com/1652.htm
"Xcelerator","Knott's Berry Farm","Buena Park, California, USA",6/22/2002,2202,205,,82,0,90,1:02,https://rcdb.com/1574.htm
"Barry's Big Dipper","Barry's Amusements","Portrush, County Antrim, Northern Ireland, United Kingdom",7/2002,1197.5,36.1,,,1,,,https://rcdb.com/1841.htm
"Camel Trophy","Al Hamra Entertainment Village","Riyadh, Riyadh, Saudi Arabia",8/2002,1318.9,75.5,,37.3,0,,1:00,https://rcdb.com/1931.htm
"Stunt Fall","Parque Warner Madrid","San Martín de la Vega, Madrid, Spain",8/8/2002,1204,191,177,65.6,3,90,1:32,https://rcdb.com/1369.htm
"Tiger Terror","Safari Land","Villa Park, Illinois, USA",9/17/2002,,22,,,0,,0:45,https://rcdb.com/1628.htm
"Teletren","Parque Diversiones","La Uruca, San José, Costa Rica",12/2002,262.5,13,,,0,,,https://rcdb.com/2454.htm
"Escape from Madagascar","Dreamworld","Coomera, Queensland, Australia",12/26/2002,1122.1,48.6,,26,0,,1:30,https://rcdb.com/2166.htm
"Gusi","Parque Borunda","Ciudad Juárez, Chihuahua, Mexico",2003,,,,,0,,,https://rcdb.com/883.htm
"Lilla Bergbanan","Furuvik","Gävle, Gävleborg, Sweden",2003,,,,,0,,,https://rcdb.com/1864.htm
"Dino Chase","Paultons Park","Romsey, Hampshire, England, United Kingdom",2003,,,,,0,,,https://rcdb.com/1898.htm
"SuperSplash","TusenFryd","Vinterbro, Oslo, Norway",2003,1049.8,95.2,,46.6,0,,,https://rcdb.com/1900.htm
"Familienachterbahn","Magic Park Verden","Verden, Lower Saxony, Germany",2003,1181.1,26.3,,22.4,0,,,https://rcdb.com/2168.htm
"Mighty Mini Mega","Adventure Island","Southend On Sea, Essex, England, United Kingdom",2003,764.4,30.2,,24.6,0,,0:50,https://rcdb.com/2242.htm
"Hot Tamales","Casino Pier","Seaside Heights, New Jersey, USA",2003,196.8,11.8,,14.1,0,,,https://rcdb.com/2262.htm
"Crazy Mouse","Playland Park","Rye, New York, USA",2003,,,,,0,,,https://rcdb.com/2263.htm
"Déval'Train","Parc des Combes","Creusot, Burgundy, France",2003,679.2,27.9,,21.7,0,,0:44,https://rcdb.com/2394.htm
"Caterpillar Express","Schwaben Park","Kaisersbach, Baden Wuerttemberg, Germany",2003,229.7,13.1,,14.9,0,,,https://rcdb.com/2488.htm
"Korottruck","Hirakata Park","Hirakata, Osaka, Japan",2003,,,,,0,,0:48,https://rcdb.com/2501.htm
"Whirl Wind Looping Coaster","Wonder Island","Saint Petersburg, Saint Petersburg, Russia",2003,1148,64,,37.3,2,,,https://rcdb.com/2510.htm
"Speedy Gonzales","Cavallino Matto","Castagneto Carducci, Tuscany, Italy",2003,442.9,19.7,,21.3,0,,,https://rcdb.com/2608.htm
"Joyride","PowerLand","Kauhava, Southern Ostrobothnia, Finland",2003,918.7,52.5,,,0,,1:15,https://rcdb.com/2609.htm
"Hexenbesen","Erlebniswelt Seilbahnen Thale","Thale, Saxony-Anhalt, Germany",2003,360.9,16.8,,,0,,,https://rcdb.com/3050.htm
"Mini Mouse","Victorian Gardens","New York, New York, USA",2003,,,,,0,,,https://rcdb.com/3165.htm
"Roller Coaster","Foton World Fantasia","Muscat, Oman",2003,,,,,0,,,https://rcdb.com/3224.htm
"High Hazel Mini Mine Coaster","Wheelgate Adventure Park","Farnsfield, Nottinghamshire, England, United Kingdom",2003 - 2004,,,,,0,,,https://rcdb.com/3259.htm
"Goldminen Express","Funny-World","Kappel, Baden Wuerttemberg, Germany",2003 - 2005,,20,,,0,,,https://rcdb.com/3327.htm
"Bumerang","Funny-World","Kappel, Baden Wuerttemberg, Germany",2003 - 2005,,20,,,0,,,https://rcdb.com/3328.htm
"Rollercoaster","Funtasia","Bettystown, Meath, Ireland",2003 - 2005,,,,,0,,,https://rcdb.com/3400.htm
"Gusano Loco","Mundo Divertido","Tijuana, Baja California, Mexico",2003 - 2005,,,,,0,,,https://rcdb.com/3446.htm
"Santa's Sleigh Coaster","Santa's Workshop","Wilmington, New York, USA",2003,,,,,0,,,https://rcdb.com/3683.htm
"Family Coaster","Mother Farm","Futtsu, Chiba, Japan",2003,262.5,13,,,0,,,https://rcdb.com/3736.htm
"Mini 8","Hannibal Park","Sousse, Sousse, Tunisia",2003 - 2006,,,,,0,,,https://rcdb.com/3907.htm
"Montaña Rusa","Smir Park","M'diq, Tangier-Tétouan, Morocco",2003 - 2009,,,,,0,,,https://rcdb.com/6987.htm
"Outer Space Flying Car","Heping Park","Hongkou, Shanghai, China",2003,,,,,0,,,https://rcdb.com/9354.htm
"Roller Coaster","Anniversary Park","Anapa, Krasnodar Krai, Russia",2003 - 2008,,,,,0,,,https://rcdb.com/9718.htm
"Wacky Worm","Bundoran Adventure Park","Bundoran, Donegal, Ireland",2003 - 2008,,,,,0,,,https://rcdb.com/10594.htm
"Flying Squirrel","Xiuquan Park","Huadu, Guangzhou, Guangdong, China",2003 - 2004,,,,,0,,,https://rcdb.com/10722.htm
"Circus Clown","AltınPark Bursa","Bursa, Bursa, Turkey",2003 - 2007,,,,,0,,,https://rcdb.com/11002.htm
"Worm Crazy","Bakkar Land","Aswan, Egypt",2003 - 2007,,,,,0,,,https://rcdb.com/11199.htm
"Fruit Worm Coaster","Starfish Island","Changshu, Suzhou, Jiangsu, China",2003 - 2010,,,,,0,,,https://rcdb.com/11295.htm
"Roller Coaster","Công viên Biên Hùng","Biên Hòa, Đồng Nai, Vietnam",2003 - 2005,,,,,0,,,https://rcdb.com/11467.htm
"Geyser","Gulliverlandia","Lignano Sabbiadoro, Friuli-Venezia Giulia, Italy",2003 - 2013,,,,,0,,,https://rcdb.com/13349.htm
"Bruco Mela","Lacenolandia","Bagnoli Irpino, Campania, Italy",2003 - 2011,,,,,0,,,https://rcdb.com/15471.htm
"Titánide","Terra Mítica","Benidorm, Alicante, Spain",3/15/2003,2260.5,109.3,,49.7,5,,1:36,https://rcdb.com/1799.htm
"Kiddy Hawk","Carowinds","Charlotte, North Carolina, USA",3/22/2003,1122.1,48.6,,26,0,,1:30,https://rcdb.com/1897.htm
"Spider","Lagoon","Farmington, Utah, USA",4/2003,1391.1,50.8,,37.3,0,50,1:10,https://rcdb.com/2164.htm
"Drachenritt","Belantis","Leipzig, Saxony, Germany",4/5/2003,,,,,0,,,https://rcdb.com/1575.htm
"Nemesis Inferno","Thorpe Park","Chertsey, Surrey, England, United Kingdom",4/5/2003,2460.7,95.2,,47.8,4,,1:43,https://rcdb.com/1747.htm
"Python","Gulliver's Milton Keynes","Milton Keynes, Buckinghamshire, England, United Kingdom",4/12/2003,764.4,30.2,,24.6,0,,0:50,https://rcdb.com/2022.htm
"Scream!","Six Flags Magic Mountain","Valencia, California, USA",4/12/2003,3985,150,141,63,7,,3:00,https://rcdb.com/2169.htm
"Azteka","Le Pal","Dompierre Sur Besbre, Auvergne, France",4/13/2003,1640.4,55.8,,34.2,0,,,https://rcdb.com/2170.htm
